,reviewId,content,happy,unhappy,Neutral
22,327e840a-f73e-4e55-a37d-a5df5d77c6c9,Hello hi,0.0,0.0,1.0
23,c1aa3ad4-a14f-4de2-9f97-53c7fcebb74e,I love this,0.808,0.0,0.192
24,ff1190d3-313c-4c7d-8661-1dea560fa489,Saishree,0.0,0.0,1.0
25,45b3578c-a389-49d3-8f40-075a9d4e85c0,",sQ,2w",0.0,0.0,1.0
26,b18c55d0-0f5e-4e4a-a94c-b4db9148f344,"I can't complaining about my order, when i press the button to upload picture, the aplication suddenly close",0.096,0.0,0.904
27,c9905fc3-aca2-4262-9189-17f0b19a811a,customer's right to return the order until it doesn't reach five minutes before the order starts and processing..... very bad 👎 😕,0.0,0.213,0.787
28,e7f7031f-a762-4424-94b4-105bca2f6c3d,"I'm not saying it a bad App its just they're really sweet but there are little errors the specially with the drivers and codes. I started using Hunger station a month ago, I came to KSA 3 months ago and heard from a friend they are great but have little errors but overall good app. So when I started they said 1st months free delivery but when I order they charge me for delivery and on top of that driver's don't have change or ask for tips because apparently if I don't they say their pay is low.",0.216,0.106,0.678
29,b64ec56e-e09c-4292-a054-0822c886d36d,Customer service is not working,0.0,0.0,1.0
30,e95d7364-ef61-42c6-9871-a83db3f1fb3a,"You should remove this app from Google store, and open local store!",0.0,0.0,1.0
31,d4172273-781f-42f4-92e6-a96866ed9e18,So bad ! Never try this App,0.0,0.45,0.55
32,40fc8f30-4693-4d6b-976d-c5f490ae8784,مره نصب علي مندوب وتواصلة مع خدمة عملاء هنقر 5 مرات على اساس يرجعون لي فلوسي وما رجعوها 😢 فيعني إن التطبيق مو مره موثوق الثقه كلها تكون بالمندوب بس وتعرفون عاد مو كل الناس عندها امانه!!,0.0,0.0,1.0
33,338acc31-8ccb-4893-9e39-ca447462e463,took my money and cancelled the order without one call I will make governmental complain,0.0,0.273,0.727
34,d2876657-1249-4aeb-8e30-10bea0a9daf0,I love best food from hungerstation,0.737,0.0,0.263
35,e3338099-cb96-4757-b3ac-71456dd3bd84,I'm surry,0.0,0.0,1.0
36,a045f2df-d552-4cd5-8e2b-f1630f3c4f95,great up ever🥰i loved it,0.727,0.0,0.273
37,eb539e82-de90-4456-b7a7-32e772ebb395,they can be stingy at times but the service is good delivery and customer service is good too.,0.314,0.073,0.612
38,53113561-f039-4927-aa94-64e5f3aea93e,Thank you for the fast delivery. Food is still hot and crispy,0.185,0.0,0.815
39,b2e1e70c-063c-47ec-8b5e-3b2fdc236a80,it took many attenpts for hungerstation to accept my credit card,0.366,0.0,0.634
40,01095c0e-e887-4627-9b14-fcdbaeda81d0,"yah,its ok",0.688,0.0,0.312
41,1f7e8770-e008-450b-8854-1162d2f2b050,وصلتني اغذية فاسدة ولم تحل الاشكالية، الدعم الفني وقح ومستهتر.,0.0,0.0,1.0
42,63d89f1c-eeac-4210-8a9c-496ef5bd4c6f,الخدمة سيئة مرة السواق سرق فلوسي وراح يصرف ولا رجع الباقي والدعم ما يرد على التطبيق ولا الايميلات,0.0,0.0,1.0
43,fffaf888-f3de-4165-90f7-35ba197511a4,اكثر ناس حرامية الكلي يتأخر يجيك ناقص و لا يتصل عليك المندوب ما وصلت والتذكرة و اذا طالعت بحقك سفهوك و سحبو عليك ما يصلح معاهم انك تدفع قبل تستلم يذلوك في حقك ذل,0.0,0.0,1.0
44,b6d56d7c-ba43-45c7-9fcb-bc63bc28243c,Scammer they charged me 28 rial and blocked and now saying we will not refund all of their custome support are real arrogant one of them also abused me don't go to their application,0.064,0.247,0.689
45,ed082360-7c86-4cc3-ab5f-2fc69b8ef075,ፐፐፐወፒ።ቲተ,0.0,0.0,1.0
46,edfc89f0-f157-4d1f-8d8e-a2c27c2ed6cf,من اسوء تطييقات توصيل الطعام لا دعم فني زي الناس ومناديبهم زبالين اتمنى محد ياخذ عن طريقهم وفوق ذا كله زايده الاسعار المبالغ فيه وين الجهات الرقابية عنهم؟,0.0,0.0,1.0
47,800a75a9-4b59-4774-a079-fc5eec61eeaf,خدمة العملاء أثبتت عدم كفائيتها في كذا موقف حصل معي.,0.0,0.0,1.0
48,47fb2ab5-ddbf-48af-ba09-35ef00a5aeaa,"Alot of restaurants don't deliver in the area, even nearby restaurants",0.0,0.0,1.0
49,4991ce4d-9591-456c-adbe-036f04d969a0,التطبيق الاسوأ في التعامل مع العميل حتى لما يرجعون المبلغ في المحفظة ماتقدر تستخدمه الا في الدفع بالبطاقة ولازم تستخدمه خلال شهر او يروح عليك وانت اساسا دافعه من جيبك نجمة وحدة فقط لأن الطلب يوصل لك.. ممكن ناقص، بارد، الغدا يصير عشا.. بس راح يوصل لك مافيه اي تحسن في الخدمة.. اطلب منه فقط اذا مالقيت المطعم المطلوب في التطبيقات الثانية,0.0,0.0,1.0
50,d78f37bc-161a-4ccd-a95a-a1ea611045dc,so faster delivery thank you rider,0.356,0.0,0.644
51,17c9b16e-9fb2-466d-8dab-4d1ad4e99699,"No customer support at all, placed an order on accident and wouldnt let me cancel it even immediately after",0.179,0.214,0.606
52,2239803c-68e8-4d89-bc57-bc129a0eacf4,why does the app saying i am not allowed to order? this sucks.,0.0,0.207,0.793
53,9ea89c1e-334f-4206-8c21-7ba4825028cc,our own website our website koooo,0.0,0.0,1.0
54,fed63eaf-4556-462c-849c-4d626cf38f45,"Bad experience, when I am in the office I can use the app, but once I arrive home at Murabbae area the app will not recognize the location and even it will not open and I can't place any order",0.0,0.06,0.94
55,a8727d30-be23-4e17-9698-29d3e81f71ea,Worst application...i want to cancel my order but not able to contact customer care by any means ..I filled complaint form and didn't get any call from customers support ...there should be an option to contact customer care ...very bad experience...hungerstation not recommended..,0.222,0.194,0.584
56,7bd37a18-2b50-4c5f-a9fe-23654e5da705,I personally used it from long time it's good but please improve location tracking it's very slow,0.402,0.0,0.598
57,c6f74e66-9c52-4baf-b455-3d6a0d28592b,Ummmm,0.0,0.0,1.0
58,6c81b797-eb0e-488f-9461-8e7ab37a5723,they should also have US number option,0.178,0.0,0.822
59,bc63ea01-b723-4311-83da-079853d4870b,"Bad app, my order is not delivered but driver is talk delivery completed, same drivers cheated customers, please dont pay by card and before get delivery",0.133,0.202,0.665
60,d355bac7-afde-47bd-a877-efd4080291f9,very fast to delivered the order it's always on time,0.0,0.0,1.0
61,ce19904d-654c-44cc-8927-5ac43aac058e,💯💯💯💯,0.0,0.0,1.0
62,afd01628-29e3-4a17-b557-116092ea73ff,Always cancelling my orders for no reason after waiting minutes.. And 18 Riyal for just delivery is ridiculous i could buy a meal for that price .. Delete,0.0,0.22,0.78
63,4aa52720-9c05-4509-a884-ad77e49fb4c4,Wow,1.0,0.0,0.0
64,f10333ca-e7f6-43d0-9fb8-ac82891d786d,not more than one ⭐,0.0,0.0,1.0
65,e5d72ae6-b024-493b-80ef-a43fb8a51617,ت٢. ه٢٧ي,0.0,0.0,1.0
66,7d001062-787e-4434-a334-b5b29017557a,Very good,0.762,0.0,0.238
67,00aba94c-1dad-47b0-9c0d-9c4b1c8c864e,Very bad app I can't log in and I can't select address,0.0,0.296,0.704
68,f34c3b3e-d492-4d59-9725-ff25cb5a18a2,Best app😍,0.808,0.0,0.192
69,8da0f237-5bba-435e-862f-955260f9cfac,Customer service support is week and unprofessional,0.245,0.3,0.455
70,aff67e47-ea83-4f8d-9c78-b05b52532af2,الأسعار ارتفعت,0.0,0.0,1.0
71,6557b55d-d85a-4a19-be4b-3249a77c3113,تطبيق غير محترم ..يقوم باغلاق المحادثة وانا اتكلم معهم ..وقحين,0.0,0.0,1.0
72,cb6c3504-80b7-4c7a-826d-a92e3c1e1eb4,اسوأ برنامج توصيل واسوأ خدمة عملاء,0.0,0.0,1.0
73,e991c9bd-2f7f-4a1a-9234-33b444e5b3a6,Not Yet 😄,0.0,0.0,1.0
74,969a0bf6-05de-4f83-846e-73299cc20c66,استلمت طلب خاطئ تماما بعد كم ساعة انتظر واخيرا قدرت اتواصل مع خدمة العملاء لكن سحب علي مع اني ارسلت له صورة والفاتورة عن الطلب خاطئ الحين ما لقيت خيار اتواصل مع خدمة العملاء نصب مستحيل استخدم التطبيق النصاب,0.0,0.0,1.0
75,31abc1c5-d650-481c-9cc3-c4d218acc625,ماشاء الله ابلكيشن كفو,0.0,0.0,1.0
76,05903d08-b877-4f08-9031-92d173dae150,تعديل.. شكرا كثيييير الكم.. لإعادة الميزة (الدفع عند الاستلام).. بالنسبة لي كان التطبيق ممتاز من حيث الطلبات و وقت التسليم و كانت هي المشكلة اللي كنت عم اصادفها عند الدفع..,0.0,0.0,1.0
77,634eefa5-e8f7-4be3-b3ad-83d85a937108,very Good,0.762,0.0,0.238
78,a19803ba-2734-4a5c-91f4-01870fcdf2ac,Too much expensive bring Food Cold,0.0,0.0,1.0
79,8c5879de-6902-4323-9114-3cb363a72119,no coupon,0.0,0.688,0.312
80,fb09b6bb-7ba7-49ce-83f1-c7a3ee093340,"Bad App 👎, low response, unresolved issue; my delivery wasn't complete and they promised to add compensation and didn't add any thing and never reply back to me.",0.076,0.169,0.755
81,aba514fd-b8cf-4d21-a38a-a8fdf4d5f0e0,للاسف الاشتراك الشهري سيء ب٣٠ ريال مايدعم كل المطاعم ولازم الحد الادنى للطلب ٣٠ ريال عشان التوصيل يكون مجاني، اول مره اشتركت كان اقل شي ب٢٥ ريال والحين زادوه والاسعار بشكل عام مرتفعه، والحين سحبو مني مبلغ الاشتراك بدون علمي وتواصلت معاهم ولا رجعو الفلوس وانا حتى ما استخدمت الاشتراك ولا قد طلبت وياريت عطوني سبب عدم الاسترجاع حسبي الله عليكم بس,0.0,0.0,1.0
82,36a609c1-5ed5-43a3-97b4-f74a00c1959c,"The app works ok but the delivery times aren't accurate, my order said 20-30 mins but is already over an hour now.",0.071,0.0,0.929
83,d417e06d-125f-4897-b82f-4186d81ba924,"Very bad customer service, almost non existent. Food is delayed almost 4 times out of 10. I really recommend you download something else other than this app.",0.092,0.187,0.722
84,27cbac81-8bb7-402e-b0da-510cc35990a1,تستاهلوا خمسه بس في مشكله إنه ما اقدر اغير الطلب او اعدل عليه,0.0,0.0,1.0
85,15e97571-3b5d-4141-bcd9-ccd73cbbafc5,0ll,0.0,0.0,1.0
86,863b02dc-0b0c-4255-ba08-b4ad235de9a8,تطبيق اكثر من رائع و خدمة مميزة,0.0,0.0,1.0
87,f81fc874-af4d-43ba-bf46-5bd2b1d84a8d,it's yummmy and on time delivery with good behaviour my kidz love it,0.392,0.0,0.608
88,6e560319-9bef-4da5-a70f-72860f30cb73,customer service one of the best,0.457,0.0,0.543
89,72cc68e4-a118-43ba-8cae-4d652a26b43c,You know what you need to put in your apps the cancel option if you order you cant cancel it why like that,0.094,0.151,0.755
90,8b14fbe2-8d1b-4e6f-adc7-b87b708fd9bf,bad service,0.0,0.778,0.222
91,ca72baaf-ecda-4fbb-82af-3e59399b008f,"More than once the driver put the order as delivered but we didn't get the order, and no response from the customer's service in spite of reporting them. 😔. Feeling disappointed and I will delete the app.",0.039,0.255,0.706
92,37c1bc5a-5547-486e-9f8b-3b5a143666e7,best app ever never disappointed me,0.628,0.0,0.372
93,fac3e4ec-2fe7-4117-bd53-da951124bc34,sui,0.0,0.0,1.0
94,336158b2-e570-449b-aff7-a026f75444a6,"The delivery drivers are so nasty, they delivered my order with a lot of missing items and hungerstation is refusing to refund me but i will take it to the Ministry of Commerce",0.0,0.183,0.817
95,74ed46e8-beab-4002-82fb-dc2ffefa7487,ماش والله وش طالب ماك به ٢٠ وتوصيل ٦٠ وش يبوي الله يخلي جاهز ولا مرسول بس,0.0,0.0,1.0
96,4c698e5e-8099-4052-b256-bd8ebf47faa1,Bad apps Not working,0.0,0.538,0.462
97,92ff5c3b-99ca-43ad-a036-84a42fe06ac2,انتبه تشتري بالفيزا. مالهم امان واذا استلمو فلوسهم قبل استلام الطلب بيلعبون فيك 👎👎👎👎👎 ودور حقك اذا لقيت شي,0.0,0.0,1.0
98,0b41830b-5978-4046-b8a2-54c59efa404d,nic,0.0,0.0,1.0
99,14c6430c-5151-4af8-b5e4-04b4b55ea511,Customer service sucks. I have send a tons of email and yet my issue is not solved.,0.0,0.249,0.751
100,52245569-7a61-419f-b626-f0c4044ccbf1,When you have a missing item or wrong item. You cant even complain ! The app will force close alone,0.089,0.32,0.591
101,c0f55404-14dd-41b1-bd87-f41d4764a455,very fast delevery,0.0,0.0,1.0
102,e81daf4f-3644-4a76-8902-159d2773ee9c,"It is very slow 🐌, unreliable when you need it when compared with other apps and the fees.",0.0,0.0,1.0
103,7052ecfc-cbab-409f-9192-e3ffa4cd1548,I like when there is a special price for delivery. not exceed 7-9 SR,0.342,0.0,0.658
104,3a8d4066-218d-469a-b006-79876c10ce40,"They have the worst customer service, I am waiting for my refund since last 2 weeks, there is no response from their side, neither on email nor on app... I was a regular customer with them but this attitude has made me frustrated, they don't even customer care call facility.",0.0,0.225,0.775
105,1d34deba-936e-405a-b6cd-b33cf80441f7,اشين تطبيق مافيه وسيلة دعم مافيه الغاء بالغلط غيرت طريقة الدفع وانجبرت ادفع عند الاستلام مع ان عندي رصيد بالمحفظة! ولايزال اسوأ برنامج بعد تم تعديل التعليق بعد سنتين من التعليق الاول، المندوب يسحب عليك ويروح يوصل لناس ثانية ويخليك تنتظر اكثر من ساعة بس لانك دفعت بالبطاقة وماخليت الدفع عند الاستلام!؟ ورفعت شكوى ولاحياة لمن تنادي,0.0,0.0,1.0
106,31f77d93-a549-4530-8b18-ff56b3bd01e6,Became extremely buggy recently,0.0,0.0,1.0
107,3005a8e6-889f-4f95-83d7-a50d1715d9a8,ساير زباله مراا ياخد ساعه و بعدين يكنسلو الطلب و حرفيا اي احد يكفر يطلب حرفيا كنسل الفكره دي من بالك,0.0,0.0,1.0
108,68cb2281-24e0-4ae8-a57b-68d3c385b906,تضييق النطاق صار مستفز! وش الفايدة نشترك بلس وما يطلع لنا غير تراحم ومودة,0.0,0.0,1.0
109,549fc1b7-1014-4f82-985c-1aee3939db1b,"I have been disappointed so many times, full order not delivered, order not delivered at all.",0.0,0.181,0.819
110,ef8d2885-50bc-43a1-96c7-a61efadfd369,"worst experience ever. even customer service agents are non educated and never listen to the client.Agent asked me to wait and he left the conversation. Twice I found expired stuff from quick mart and when I've contacted customer service, they just ignore.",0.0,0.145,0.855
111,186d8b9f-15dc-4415-beb4-1308ebed4e56,The app is good!! but sometimes they give they give the wrong order & if I order McDonalds there is one next to my house but the get me from 4.1km away and sometimes it's so expensive.,0.049,0.119,0.832
112,273dc2a1-58b3-4859-8240-24e85dc18646,nice,1.0,0.0,0.0
113,9559e346-5b7d-4dda-81c9-efa57552cdae,Excellent,1.0,0.0,0.0
114,2b5fba86-f1c6-4904-bf47-10e5368ad5c9,excellent service,0.787,0.0,0.213
115,d29b0788-8766-43b9-b472-0b80b87e62d2,اغلى بكتير من سعر المطعم نفسه وتدفع اشتراك وتنتظر ساعات ولا خدمة عملاء ولا سواق يرد برنامج اقل ما يقال عليه زبالة تنتظر ساعات وبعدين يجي الطلب غلط ..زبالة,0.0,0.0,1.0
116,629317c7-f0e5-4ed2-99ad-dddf8a2a40e8,GooD👍,0.0,0.0,1.0
117,e58379df-027d-41c6-8278-26fcc8043dc5,I waited for almost 2hrs for my order and it didnt arrived. And when i ask for my refund. They didnt return my money to me. This app is a waste of money and time 👎🏻👎🏻👎🏻,0.0,0.08,0.92
118,423dfdd8-b69a-465a-a352-b65e4141f4ca,سيء,0.0,0.0,1.0
119,a48dadba-5cc4-451d-aa47-551b3f0fcb9f,سيء الفترة هذي طلبت من عندهم اكثر من ثلاث مرات وكلهم يكتبون لي التوصيل وقت ويجيبونه وقت ثاني ويطول بزياده ويوصل بارد وبعض المناديب ما يردون عليك ولا فيه خدمة عملاء بحيث تتواصل وياهم ليش الطلب يطول كذا,0.0,0.0,1.0
120,35c3837c-8a8f-41f9-bc6b-1f318894eb68,Not deliver some places in Makkah,0.0,0.0,1.0
121,bf6e6b87-9836-4666-a203-2eb1da220947,الدعم بالتطبيق لايتجاوب واكثر من مرة صارت نفس المشكلة ان المندوب ياخذ اكثر من طلب وتجلس ساعتين تنتظر الطلب ويوصلك بارد انصح بالتعامل مع تطبيق جاهز سريع وماتدفع الا عند التوصيل وفيه رقم للدعم الفني عكس هنقر ستيشن لايوجد رقم للدعم واذا اشتكيت بالتطبيق يقفلون الشكوى بدون يحلونها لك والمندوب اذا تأخر مايرد عليك لانه يدري محد بيعطيك وجه همهم الفلوس وبس اكرر انصح بالتعامل مع تطبيق جاهز,0.0,0.0,1.0
122,39b06298-9e92-42e4-9c83-e1715457eeda,very expensive,0.0,0.0,1.0
123,7b8f62e8-f37c-449e-b226-16c457610668,أغلبية المطاعم من بعد العيد مكتوب busy وهم اصلا مو مشغولين ي ليت تعدلون التطبيق,0.0,0.0,1.0
124,6ef1c4cc-d0df-47ad-9906-d8fccb80ea6e,This app used to be good. Now it feels like a scam you make an order and there driver be late but they keep changing the time of delivery also you can't get to the customer service agent. Now there reply shows how much they care 😆 🤣 😂,0.156,0.046,0.798
125,040fc6b0-8f21-469f-a842-9c52d027bcb0,Excellent experience,0.787,0.0,0.213
126,0ff56a0a-0198-4f91-8cb9-4e40d5f01761,تطبيق سيئ قفلو حسابي عشان قدمت شكوى,0.0,0.0,1.0
127,6082f0db-53a8-4a4b-80ed-cef515aba0a3,2 time take money and make the order but didn't get it and can't take your money back if you haven't the driver number you will lose everything Actually bad experience 😕 I will not forgive you. And delete my account,0.0,0.259,0.741
128,23529ec4-aa3c-4481-b5b0-07d377ad5650,"Worst ever customer service..... unfortunately, there's no rating below 1 star. Otherwise, I recommend a negative",0.109,0.541,0.349
129,2b16a840-39df-451d-a91d-ec37e7cd8358,وصل الطلب ناقص واذا حاولت اتواصل مع المساعده دايما هناك خطأ,0.0,0.0,1.0
130,25291d25-2a08-4a11-b23f-89e4fef43a71,Pathetic app. Placed an order two hours ago no one is responding.,0.0,0.371,0.629
131,0930f1e0-282a-476e-bad1-43aefe5bf679,best ever 💟,0.808,0.0,0.192
132,e3449a09-98ea-4c22-a308-53dd2d67198c,Masha allah nice market in online delivery quickly😍,0.286,0.0,0.714
133,db26e8d9-21c3-44ff-9d50-6c100a4ad779,The Menu is overpriced compared to the original one in the restaurants. Sometimes they deliver missing items and customer service is only drop down list there's no live chat not direct number. They also are very extremely limited discount vouchers I rarely find promo code. Delivery price is overpriced as well.,0.076,0.177,0.747
134,923ce55b-2427-4cdc-abe3-d6e30c5f7010,"This whole campaign one month of free delivery is fake, but that is not my problem with them, the problem is when I submitted a ticket they spent more than 10 days without replying. Bad bad bad.",0.39,0.042,0.568
135,9fe70bcd-c13b-4ea7-a3e4-68d1328cbc5a,ممتاز,0.0,0.0,1.0
136,27ef18cb-3eff-424c-87d0-e1d32cb4e6ac,very good,0.762,0.0,0.238
137,327d9d25-a655-4848-911d-eca1fba14a2d,2w2 quite shy@,0.0,0.0,1.0
138,6108affb-a2cf-444c-8f14-77457563bdc2,Hunger station is the only app i have and i always have the most comvenient experience. Its been a month already that i have problem i cant register my address and it always says the application cant reach yet my location. And i have been using hunger stattion for 3 years. Please help. Thank you!,0.133,0.143,0.725
139,ed81a47a-23aa-4e19-8096-3752aa273f19,When you add items and make a purchase then it's not deliverable in your area.,0.0,0.0,1.0
140,70106256-654c-451c-a04c-6c81fa59f693,Thy give you fake price totally frood Al Bak brost price in shop AL BAK. 17 SR HUNGER. 21SR BURGER 🍔 AL BAK. 8 SR HUNGER. 11 SR DON'T TRUST,0.0,0.33,0.67
141,41f5064e-2dcc-42c1-848f-bf52fa83f9fe,The wost i have ever dealt with no customer support and you can't know anything from them they say contact us but they dont do anything I don't recommend this app for new or old users,0.05,0.115,0.835
142,a14241f9-b948-4be7-af1c-3be3625e03f8,سيء لأقصى درجة، مستخدمه في مكة ويقول الخدمة غير متوفر,0.0,0.0,1.0
143,8bca04c2-bae5-4369-82be-f867dd1b4f25,Worst app and service.when i order food they always deliver bad quality of food specially my last order from mc donalds.they give me dry and thin patties.i try to contact the help section but no one is answering my complaint for a refund.will not order and reccomend this to my friends,0.101,0.175,0.724
144,3069a31f-d775-4e6f-a0ba-7449d3df7f9c,زي ي بس ي ل.ع .ؤ ءءله يؤ,0.0,0.0,1.0
145,28320836-2634-4d38-8694-9d0dfa063f23,It's good,0.744,0.0,0.256
146,749cd39e-31de-49df-b8ce-80821af967c9,thank you hunger station. Eid Mubarak,0.294,0.235,0.471
147,a18ae02d-0b4a-40aa-93e7-4623b9c572b1,i just lost money making an order with this app. worst app ever.,0.0,0.39,0.61
148,d09c52c8-f5f6-4fa1-b23d-b92d8334d824,للاسف رفع مصاريف التوصيل !!,0.0,0.0,1.0
149,aae35b14-da90-4c89-b9ef-5fc114bb49e2,"Very unprofessional, only allowed to write one phone number without an alternative number in case it was un reachable like most applications , cancelled my order after driver called within 10 minutes and when I recalled he didn't want to bring it and said order cancelled, no refund not even partial and more than 5 days to reply to my complaint not recommended",0.072,0.218,0.71
150,0c5c3426-ab17-457f-bb9e-3a4d09f60960,I paid for HPlus for unlimited free delivery but most stores I still have to pay for delivery. So I was ripped off. I paid 1 year in advance.,0.083,0.062,0.854
151,e38f0dff-0967-418d-aa5f-617f1765d23c,"Lots of mistakes in the orders and the delivery agents take their sweet time, going here and there before they bring your food all cold (you can track them and see) Now with subscriptions, they say there's an offer that starts the subscription for 9SAR only but when you get to pay it's 29SAR HAHA! You don't even get tiers or options. The support? Doesn't even exist. No, literally. They are now jacking up delivery fees to push you to buy subscriptions. Pop up offers are fake, too. Disappointed.",0.125,0.11,0.765
152,4a877e4d-3258-46b7-8701-dfaadf419ec2,بدال ما تبان انه ما عندنا اي تجهيزات لأوقات المزدحمه خلينا نقفل التطبيق بالكامل اخس فكره ممكن اي مدير يتخذها,0.0,0.0,1.0
153,df2ed072-67ad-4772-a246-e7b186028a9f,"Then can cancel your order without asking you with some stupid reason if you are not able to fulfill your duties properly then why you accept orders and put the person on hold and after waiting for 1,2 hours you just send him a message of cancellation of his order this is my second time with this kind of nonsense",0.039,0.16,0.801
154,b3e4a28e-d0e5-4b3f-89a0-1849f8124599,ما فيه اي التزام بوقت التوصيل,0.0,0.0,1.0
155,f1da65f4-d891-4db4-b6c1-5d5506a53809,Scammer!!!,0.0,0.0,1.0
156,8feab5c7-e588-4213-824c-69832f223fc9,I am pleased to order from Hunger station. they can deliver to you everything you like to eat. it sometimes takes a longer time than expected.,0.19,0.07,0.739
157,c0a6e73f-5b49-447f-a38b-49e543518b0c,The app was not working,0.0,0.0,1.0
158,1d558bff-068f-404a-80b2-9ea683178474,descent food delivery app,0.0,0.0,1.0
159,7922a89a-0f9e-4bf0-843a-7231749de8ed,❤️,0.0,0.0,1.0
160,a700b9cb-d27e-44f2-83cf-c1df08c212e0,لايوجد بالتطبيق خانه للشكوى على العاملين بتوصيل الطلبات بسبب ذلك صار تسيب واهمال وعدم الاكتراث للعميل,0.0,0.0,1.0
161,d1540cb5-eacf-4f94-a9dd-7deac6e0dfc2,"Awful customer service, I am uninstalling it, even the replies you get here are robotic. I just hate dealing with the inefficient, illiterate, copy-and-paste customer ""supposedly"" care!",0.099,0.217,0.683
162,8729ed31-dbee-49ef-9016-48dfc1413ca3,very nice,0.756,0.0,0.244
163,f8125bd1-259b-4bb3-9250-03c41b597e79,very nice good aap,0.758,0.0,0.242
164,292eff2a-aee8-4ac9-a058-a8a9600afb4b,Room for improvement on delivery experience,0.375,0.0,0.625
165,927ffa2f-a005-4b4f-9202-ef39e7069148,تطبيق ممتاز جدا,0.0,0.0,1.0
166,11000b92-80ed-48df-ab62-9b0b3ff50f82,"I ordered an iftar meal during ramadan for people to distribute, but unfortunately after I prepaid the order with my credit card. The tracking order status was set to delivered after just about 1 minute of my order? How is this possible? Even after waiting for several hours and days, my order was not delivered to my home address. I tried to contact them, but did not provide me with any solution. I could say that this company has the worst customer service I have ever experienced.",0.069,0.099,0.833
167,ee7b83a4-5c70-4d96-b85b-dbadc341c880,"For an unknown reason, the app will not accept my number that I just bought 2 days ago. When I tried to message customer service, it said to log in, which is the problem to start.",0.0,0.169,0.831
